,filename,country,wealthpooled,urban,label,nl_mean
55,image17077.npz,21,0.7216727137565613,False,1,0.3387101590633392
56,image19197.npz,21,0.9064688682556152,True,0,2.091083526611328
58,image15031.npz,21,1.879343867301941,True,1,2.9728682041168213
60,image13946.npz,21,1.1053591966629028,True,0,3.46586012840271
61,image17406.npz,21,-0.4635032415390014,True,0,0.0544173531234264
62,image18943.npz,21,-1.0571233034133911,False,0,-0.0099169956520199
63,image16997.npz,21,-0.1172685772180557,False,1,1.0378952026367188
64,image11413.npz,21,0.3816185295581817,False,1,0.9735329151153564
65,image14264.npz,21,2.209620475769043,True,1,3.169743776321411
66,image12213.npz,21,0.1823614239692688,True,0,0.6176208853721619
67,image14773.npz,21,0.691215991973877,True,0,0.6013737916946411
70,image8524.npz,21,-1.1782939434051514,False,0,-0.1738624721765518
71,image11094.npz,21,0.4095335006713867,False,1,0.2723540365695953
72,image10565.npz,21,-1.063374400138855,False,0,0.1435079872608184
73,image421.npz,21,-1.1313544511795044,False,0,-0.1738624721765518
74,image10948.npz,21,-1.043964147567749,False,0,-0.1738624721765518
76,image9075.npz,21,-0.948899269104004,False,0,-0.1352055072784423
77,image4785.npz,21,-0.8011965155601501,False,0,-0.1738624721765518
78,image5976.npz,21,-0.367856502532959,False,1,0.1793228834867477
79,image5165.npz,21,0.1579527109861374,False,1,-0.0102632213383913
82,image5927.npz,21,0.9367769956588744,True,0,2.417215347290039
83,image2514.npz,21,0.2931910455226898,False,1,2.188423156738281
85,image5281.npz,21,-0.1643739640712738,False,1,1.92754065990448
87,image1533.npz,21,0.9021929502487184,False,1,-0.1738624721765518
88,image18653.npz,21,-0.0407793372869491,False,1,-0.1738624721765518
89,image343.npz,21,-0.8713281750679016,False,0,-0.1346974074840545
90,image11957.npz,21,-0.9322209358215332,False,0,-0.1738624721765518
91,image10023.npz,21,-0.8182835578918457,False,0,-0.1041207537055015
92,image17220.npz,21,-0.9095158576965332,False,0,-0.1738624721765518
93,image2960.npz,21,-0.8352324962615967,False,0,-0.1738624721765518
94,image16462.npz,21,-0.65778648853302,False,0,-0.1738624721765518
95,image3741.npz,21,-1.1422102451324463,False,0,-0.1738624721765518
97,image2618.npz,21,-0.9860105514526368,False,0,-0.1738624721765518
98,image11140.npz,21,-0.8269060850143433,False,0,-0.1738624721765518
99,image11956.npz,21,-0.8197227120399475,False,0,-0.1738624721765518
100,image3040.npz,21,-0.7436054348945618,False,0,-0.1738624721765518
102,image12365.npz,21,-0.9138455390930176,False,0,0.3837958872318268
103,image5858.npz,21,-0.5397382378578186,False,0,-0.1355427950620651
106,image8705.npz,21,-0.4913133084774017,False,1,-0.1738624721765518
107,image3467.npz,21,-0.9009441137313844,False,0,-0.0563533939421176
108,image7758.npz,21,-0.8017216324806213,False,0,-0.0654516145586967
110,image13895.npz,21,-0.502918541431427,False,0,-0.1738624721765518
111,image18196.npz,21,-0.2103514671325683,False,1,-0.1738624721765518
112,image12224.npz,21,-1.0131518840789795,False,0,-0.011611902154982
113,image19278.npz,21,-1.1629865169525146,False,0,-0.1738624721765518
114,image5578.npz,21,-0.5595131516456604,False,0,-0.1738624721765518
117,image10328.npz,21,-0.8785398006439209,False,0,-0.1738624721765518
119,image5029.npz,21,-1.163341045379639,False,0,-0.1738624721765518
120,image18813.npz,21,-1.228121638298035,False,0,-0.1738624721765518
121,image6232.npz,21,-1.0660796165466309,False,0,-0.1738624721765518
122,image12226.npz,21,-0.9511532187461852,False,0,-0.1738624721765518
123,image1536.npz,21,-1.2429064512252808,False,0,-0.1738624721765518
124,image18059.npz,21,-0.5436027646064758,False,0,-0.1302109956741333
125,image5525.npz,21,-0.8295825123786926,False,0,-0.1676744520664215
126,image6982.npz,21,-1.048506498336792,False,0,-0.1738624721765518
127,image15162.npz,21,-0.5775430202484131,False,0,-0.1738624721765518
128,image15139.npz,21,-0.858869731426239,False,0,-0.1738624721765518
130,image19230.npz,21,-1.2525326013565063,False,0,-0.1738624721765518
131,image12041.npz,21,-1.2332395315170288,False,0,-0.1738624721765518
132,image17300.npz,21,-0.5926870703697205,False,0,-0.1738624721765518
133,image17620.npz,21,-1.036235213279724,False,0,-0.1738624721765518
135,image2171.npz,21,-0.6000452637672424,False,0,-0.1491705030202865
137,image8771.npz,21,-0.0876544490456581,False,1,-0.0528769493103027
139,image16874.npz,21,-1.0252288579940796,False,0,-0.1738624721765518
140,image9467.npz,21,-1.1010397672653198,False,0,-0.1738624721765518
141,image19034.npz,21,-1.0755817890167236,False,0,-0.1738624721765518
142,image14729.npz,21,-1.1122218370437622,False,0,-0.1738624721765518
143,image18849.npz,21,-1.2300492525100708,False,0,-0.1738624721765518
144,image16326.npz,21,-1.202991008758545,False,0,-0.1738624721765518
145,image10252.npz,21,-1.2690922021865845,False,0,-0.1738624721765518
146,image4728.npz,21,-1.0218298435211182,False,0,-0.1738624721765518
148,image16300.npz,21,-0.8946609497070312,False,0,-0.1738624721765518
149,image5447.npz,21,-0.8842592835426331,False,0,-0.1738624721765518
150,image7622.npz,21,-0.9692302346229552,False,0,-0.0927460044622421
154,image6335.npz,21,1.3766567707061768,True,1,0.7113510966300964
155,image4444.npz,21,1.835455298423767,True,1,0.823236882686615
156,image5744.npz,21,1.0614252090454102,True,0,0.1075745224952697
157,image13107.npz,21,0.6568599343299866,True,0,0.0733972489833831
158,image16796.npz,21,-1.023241639137268,False,0,-0.1738624721765518
159,image1132.npz,21,-0.6661171317100525,False,0,-0.089171178638935
160,image9199.npz,21,-0.882599413394928,False,0,-0.1738624721765518
161,image15696.npz,21,-0.9832631945610046,False,0,-0.1397755593061447
163,image18165.npz,21,-1.1817070245742798,False,0,-0.1738624721765518
164,image14979.npz,21,-1.2406439781188965,False,0,-0.1738624721765518
165,image4727.npz,21,-1.1372045278549194,False,0,-0.1738624721765518
166,image1763.npz,21,-0.9205012321472168,False,0,-0.1738624721765518
168,image18065.npz,21,-1.0239795446395874,False,0,-0.1016236022114753
169,image14993.npz,21,0.6437356472015381,True,0,1.3642826080322266
170,image11943.npz,21,1.1717348098754885,True,0,1.2317757606506348
172,image3589.npz,21,-1.0679484605789185,False,0,-0.1738624721765518
173,image243.npz,21,-1.0138429403305054,False,0,0.0498204231262207
174,image1234.npz,21,-1.0957729816436768,True,0,0.0299012586474418
175,image6315.npz,21,-1.2123453617095947,False,0,-0.1738624721765518
177,image5350.npz,21,-0.7528678774833679,False,0,-0.1738624721765518
178,image9685.npz,21,0.211902379989624,True,0,0.2661440074443817
179,image12280.npz,21,0.9459224343299866,True,0,0.2191054224967956
180,image4144.npz,21,-0.813847541809082,False,0,-0.042708583176136
181,image9664.npz,21,0.1525104790925979,False,1,0.1436698585748672
182,image19227.npz,21,0.5277979969978333,True,0,0.2922925651073456
184,image16450.npz,21,-0.4308568239212036,False,1,-0.1738624721765518
185,image14306.npz,21,-0.2494247555732727,False,1,-0.1738624721765518
186,image4835.npz,21,-1.032770037651062,False,0,-0.1738624721765518
187,image12855.npz,21,1.3483036756515503,True,1,5.652662754058838
188,image7885.npz,21,1.4700076580047607,True,1,7.334465026855469
190,image13441.npz,21,1.2836023569107056,True,0,7.333012580871582
192,image2468.npz,21,1.4324567317962646,True,1,6.68886661529541
194,image8227.npz,21,1.46178138256073,True,1,16.08574867248535
195,image4143.npz,21,1.9744069576263428,True,1,16.774166107177734
196,image18932.npz,21,2.220186948776245,True,1,14.014988899230955
197,image16938.npz,21,-1.1207925081253052,False,0,-0.1738624721765518
198,image15507.npz,21,1.016270637512207,True,0,12.3471040725708
199,image7122.npz,21,1.628991723060608,True,1,11.739415168762209
201,image509.npz,21,1.529250144958496,True,1,16.857620239257812
202,image13583.npz,21,1.2117136716842651,True,0,17.602439880371094
203,image19458.npz,21,1.9776071310043333,True,1,17.879457473754883
204,image4253.npz,21,2.199227809906006,True,1,18.005722045898438
206,image17170.npz,21,2.475922107696533,True,1,17.828113555908203
207,image15438.npz,21,2.13965368270874,True,1,17.673385620117188
208,image17320.npz,21,-0.1571527868509292,False,1,0.3081077337265014
209,image11251.npz,21,1.891406893730164,True,1,14.852885246276855
210,image229.npz,21,1.57732355594635,True,1,13.49080753326416
211,image16635.npz,21,1.4746025800704956,True,1,13.196288108825684
213,image6130.npz,21,1.992944836616516,True,1,15.97244930267334
214,image15871.npz,21,1.809630870819092,True,1,16.350954055786133
216,image12557.npz,21,1.993238925933838,True,1,16.046295166015625
217,image12807.npz,21,1.852357029914856,True,1,16.82269859313965
218,image66.npz,21,2.393529891967773,True,1,17.34821319580078
220,image1593.npz,21,1.5956491231918335,True,1,17.17084312438965
223,image7431.npz,21,1.631604552268982,True,1,17.03382682800293
224,image8695.npz,21,2.041414976119995,True,1,17.33958625793457
225,image7676.npz,21,1.312841296195984,True,1,17.194917678833008
227,image13040.npz,21,0.7995161414146423,True,0,14.712800979614258
228,image12989.npz,21,1.5640841722488403,True,1,12.871399879455566
229,image8999.npz,21,1.3867672681808472,True,1,13.729098320007324
230,image14955.npz,21,-0.6609879732131958,False,0,-0.2258495986461639
231,image2351.npz,21,-0.8267701864242554,False,0,-0.225946307182312
232,image15677.npz,21,0.9160453677177428,True,0,0.3085600435733795
233,image6974.npz,21,-1.123617172241211,False,0,-0.2182868868112564
234,image19500.npz,21,-0.4197921454906463,False,1,-0.2130465358495712
235,image540.npz,21,-0.8939551711082458,False,0,-0.2202541977167129
237,image18193.npz,21,-1.0137532949447632,False,0,-0.2078828960657119
238,image16600.npz,21,-0.8625451922416687,False,0,-0.2226146757602691
239,image13838.npz,21,-0.992653787136078,False,0,-0.2182898819446563
240,image5777.npz,21,-0.7751559019088745,False,0,-0.2177687883377075
242,image5633.npz,21,0.992369532585144,True,0,1.6325613260269165
243,image16466.npz,21,0.2302473038434982,True,0,0.8397489786148071
244,image1363.npz,21,-0.5862594842910767,False,0,-0.2113699615001678
245,image8108.npz,21,-0.3167303502559662,False,1,-0.2057262957096099
246,image1137.npz,21,-0.5842787027359009,False,0,-0.1953048110008239
247,image9097.npz,21,-0.5027117133140564,True,0,-0.0089272744953632
248,image7171.npz,21,0.0621454380452632,True,0,-0.2180065214633941
249,image9089.npz,21,-0.789787769317627,False,0,-0.2181011438369751
250,image13117.npz,21,-0.8481268286705017,False,0,-0.2134895771741867
251,image5405.npz,21,-1.0665161609649658,False,0,-0.2144193053245544
253,image7294.npz,21,0.4142146408557892,True,0,-0.1160785928368568
254,image2284.npz,21,-0.0864738672971725,True,0,0.850873589515686
256,image10000.npz,21,-0.3662979900836944,True,0,-0.2098644077777862
257,image7111.npz,21,-0.6415418386459351,False,0,-0.2150856852531433
258,image11129.npz,21,-0.5215067267417908,False,0,-0.2081624269485473
260,image361.npz,21,-1.0360745191574097,False,0,-0.2130170911550521
262,image19077.npz,21,-1.02422297000885,False,0,-0.2194234728813171
264,image17389.npz,21,-0.6785504817962646,False,0,-0.2069499939680099
265,image5602.npz,21,-0.7218244075775146,True,0,0.6582540273666382
266,image1613.npz,21,-0.6017993092536926,False,0,-0.212101861834526
267,image4057.npz,21,2.1062374114990234,True,1,1.5742162466049194
268,image15171.npz,21,1.2569836378097534,True,0,0.51842200756073
270,image445.npz,21,1.776472091674805,True,1,1.7347819805145264
271,image13132.npz,21,1.689156174659729,True,1,1.7527151107788086
272,image17880.npz,21,2.3104281425476074,True,1,1.7222551107406616
273,image15739.npz,21,0.1247085556387901,True,0,1.220856547355652
274,image17166.npz,21,0.4145559072494507,True,0,1.5370078086853027
275,image1364.npz,21,1.7853715419769287,True,1,1.4653712511062622
276,image4145.npz,21,0.3533646464347839,True,0,0.9256405234336852
277,image3529.npz,21,0.5583112835884094,True,0,1.4431675672531128
279,image5435.npz,21,0.8319188952445984,True,0,1.6437214612960815
280,image15516.npz,21,1.2724543809890747,True,0,1.4642720222473145
281,image7982.npz,21,-0.1663137525320053,False,1,1.08410382270813
282,image2222.npz,21,0.2682312428951263,False,1,-0.1069137975573539
283,image3385.npz,21,-0.0333221592009067,False,1,-0.2134314626455307
285,image3273.npz,21,0.8129364848136902,True,0,-0.1302685588598251
286,image1532.npz,21,-0.3009815216064453,True,0,0.0488345585763454
287,image15748.npz,21,1.250338435173035,True,0,0.9291437864303588
288,image9058.npz,21,-0.5373449921607971,False,0,-0.2053951919078827
290,image17583.npz,21,-0.762248158454895,False,0,-0.2115902453660965
291,image17982.npz,21,-0.7353165149688721,False,0,-0.1967126429080963
292,image9293.npz,21,1.0265090465545654,True,0,-0.0296189915388822
293,image892.npz,21,-0.8572114706039429,False,0,-0.2016561478376388
294,image4312.npz,21,-0.5821514129638672,False,0,-0.2033233195543289
296,image11502.npz,21,-0.6660219430923462,False,0,0.0837262570858001
299,image1369.npz,21,1.630022644996643,True,1,0.8452889323234558
300,image15008.npz,21,0.6120014190673828,True,0,0.6682866215705872
302,image97.npz,21,0.904691517353058,True,0,0.7759091258049011
303,image11097.npz,21,1.2947185039520264,True,0,0.9163840413093568
305,image1476.npz,21,1.6245425939559937,True,1,0.92391437292099
306,image3360.npz,21,0.9800973534584044,True,0,0.785976231098175
307,image14742.npz,21,-0.5068997144699097,False,0,-0.2104634642601013
308,image19582.npz,21,0.3112376630306244,True,0,0.0606545582413673
309,image18025.npz,21,0.614905834197998,True,0,0.9731935262680054
310,image14791.npz,21,1.1389238834381104,True,0,0.3951831758022308
311,image17425.npz,21,0.9338319301605223,True,0,0.1530803143978119
312,image19366.npz,21,1.2187312841415403,True,0,0.5419298410415649
313,image18412.npz,21,1.245578050613403,True,0,0.5416805148124695
314,image992.npz,21,-0.7576032876968384,False,0,-0.212311252951622
315,image11007.npz,21,-0.511347234249115,False,0,-0.2074012905359268
316,image14204.npz,21,-0.4041577577590942,False,1,-0.1989462971687317
317,image15876.npz,21,-0.7308467626571655,False,0,-0.2044174671173095
319,image961.npz,21,0.6238669157028198,False,1,0.2221544831991195
321,image11697.npz,21,1.1875008344650269,False,1,-0.028614031150937
322,image99.npz,21,1.417760729789734,True,1,0.4380167424678802
323,image9221.npz,21,2.3025474548339844,True,1,0.4454356729984283
324,image15556.npz,21,1.5297516584396362,True,1,0.467430979013443
325,image17009.npz,21,1.6007283926010132,True,1,0.4777061939239502
326,image15893.npz,21,1.2559690475463867,True,0,0.470998466014862
327,image13120.npz,21,0.8847025036811829,False,1,-0.2067209929227829
328,image8890.npz,21,-0.4760820567607879,False,1,-0.2106160670518875
329,image8019.npz,21,-0.2425284832715988,False,1,-0.2087751626968383
330,image9341.npz,21,-0.8516631722450256,False,0,-0.209486186504364
332,image10602.npz,21,-1.009324073791504,False,0,-0.207764446735382
334,image17404.npz,21,-0.2162436097860336,True,0,-0.2069652527570724
336,image16483.npz,21,-0.1726362854242324,False,1,-0.2085612118244171
339,image18486.npz,21,-0.4886554479598999,False,1,-0.2097789794206619
340,image9386.npz,21,-0.9242984652519226,False,0,-0.2118373066186905
341,image8150.npz,21,1.2887389659881592,True,0,0.6496206521987915
342,image17770.npz,21,-0.2859247326850891,True,0,-0.2208660244941711
343,image9423.npz,21,1.3810782432556152,True,1,1.0487360954284668
345,image5042.npz,21,0.7416675686836243,True,0,0.8323754072189331
346,image1388.npz,21,-0.5004510283470154,True,0,-0.0199591852724552
347,image8822.npz,21,-0.8696872591972351,False,0,-0.2095029354095459
348,image7964.npz,21,-0.7897336483001709,False,0,-0.2072000056505203
352,image11438.npz,21,2.247075080871582,True,1,6.5009942054748535
353,image2967.npz,21,-0.3057261109352112,False,1,-0.1872283816337585
354,image11106.npz,21,0.4807998538017273,True,0,0.549659252166748
355,image8918.npz,21,1.0736669301986694,True,0,-0.1806965321302414
356,image2604.npz,21,1.2413463592529297,False,1,0.246057316660881
357,image18743.npz,21,2.236702442169189,True,1,0.9025551080703736
358,image18812.npz,21,1.2866618633270264,True,0,1.4818384647369385
359,image10013.npz,21,2.0144031047821045,True,1,0.7633159160614014
360,image2742.npz,21,1.4678322076797483,True,1,0.8190181255340576
361,image14996.npz,21,1.9885478019714355,True,1,3.962345123291016
362,image16071.npz,21,1.813111424446106,True,1,4.884300231933594
364,image8758.npz,21,1.8806495666503904,True,1,2.7155487537384038
365,image13566.npz,21,-0.1325000673532486,True,0,0.4230544865131378
366,image17219.npz,21,1.8330568075180051,True,1,4.156733989715576
368,image11230.npz,21,1.3991453647613523,True,1,5.373898029327393
369,image1073.npz,21,1.388117790222168,True,1,6.749904632568359
370,image15506.npz,21,1.2527146339416504,True,0,4.741902828216553
371,image17552.npz,21,1.4864366054534912,True,1,8.043028831481934
372,image14205.npz,21,2.018571615219116,True,1,7.891702651977539
374,image14039.npz,21,1.869024515151977,True,1,10.38854694366455
375,image16729.npz,21,1.7500028610229492,True,1,9.606029510498049
376,image5270.npz,21,-0.3019802570343017,True,0,0.77204430103302
378,image9895.npz,21,1.749398708343506,True,1,9.850285530090332
380,image15531.npz,21,1.7775955200195312,True,1,9.944336891174316
382,image2260.npz,21,2.3471310138702397,True,1,6.873236179351807
383,image18360.npz,21,2.417653560638428,True,1,9.572172164916992
384,image10597.npz,21,1.924283623695373,True,1,9.078248023986816
385,image14586.npz,21,2.4888243675231934,True,1,8.875907897949219
386,image18127.npz,21,1.6764956712722778,True,1,8.620579719543457
388,image10272.npz,21,1.579031467437744,True,1,8.765334129333496
389,image17222.npz,21,1.050999402999878,True,0,8.766559600830078
391,image5988.npz,21,1.364452600479126,True,1,9.285223007202148
392,image10060.npz,21,1.8304482698440552,True,1,7.154701232910156
394,image5555.npz,21,2.321741104125977,True,1,7.161901950836182
395,image15061.npz,21,0.2078213095664978,True,0,9.20373821258545
396,image18072.npz,21,1.7393454313278198,True,1,8.075105667114258
397,image16672.npz,21,1.413053035736084,True,1,7.330828666687012
398,image4740.npz,21,-0.18580923974514,True,0,0.8995274901390076
399,image7636.npz,21,2.2791788578033447,True,1,7.8624587059021
400,image12342.npz,21,1.7102413177490234,True,1,5.2504496574401855
401,image1017.npz,21,2.0183823108673096,True,1,7.616049766540527
402,image17466.npz,21,1.3087491989135742,True,1,6.681775093078613
403,image9845.npz,21,1.0000354051589966,True,0,7.618673324584961
405,image12787.npz,21,1.951586127281189,True,1,5.62544584274292
406,image16939.npz,21,1.920062065124512,True,1,5.307352542877197
407,image4922.npz,21,1.6268255710601809,True,1,5.326664924621582
410,image1260.npz,21,1.9730056524276731,True,1,5.696086883544922
413,image2679.npz,21,1.679902195930481,True,1,4.86372184753418
414,image17889.npz,21,1.8212963342666624,True,1,3.436872720718384
415,image2333.npz,21,1.8143444061279297,True,1,5.200122356414795
416,image6229.npz,21,0.6526855826377869,True,0,1.843575358390808
417,image14518.npz,21,1.4908510446548462,True,1,2.1587631702423096
418,image10738.npz,21,2.415039539337158,True,1,1.5078120231628418
419,image4631.npz,21,0.7662075757980347,False,1,1.051616668701172
420,image14772.npz,21,0.142178937792778,True,0,-0.0626500323414802
421,image6155.npz,21,2.115662097930908,True,1,4.00239896774292
423,image16818.npz,21,1.9787018299102783,True,1,2.229280948638916
424,image16022.npz,21,2.005808115005493,True,1,3.561328172683716
426,image10715.npz,21,2.018653392791748,True,1,5.888638019561768
428,image17108.npz,21,1.198879957199097,False,1,0.7898114323616028
429,image4794.npz,21,0.464586079120636,True,0,-0.0285906326025724
430,image8411.npz,21,0.4808847308158874,True,0,-0.051295518875122
431,image3673.npz,21,-0.4378275275230407,True,0,0.6083539128303528
432,image5102.npz,21,0.9402092695236206,True,0,-0.1848112344741821
433,image16013.npz,21,-0.4617266058921814,False,1,-0.2068893909454345
434,image6329.npz,21,-0.6627660393714905,False,0,-0.200868010520935
435,image12853.npz,21,0.9107152819633484,True,0,4.283933639526367
436,image6695.npz,21,1.1393988132476809,True,0,2.953611373901367
437,image13261.npz,21,1.128423810005188,True,0,2.982248306274414
438,image10.npz,21,0.8410508632659912,True,0,2.538459539413452
439,image19476.npz,21,0.4021613597869873,True,0,5.018724918365479
440,image8785.npz,21,0.9274608492851256,True,0,4.180615425109863
442,image17051.npz,21,0.5429275035858154,True,0,0.8803960084915161
444,image3217.npz,21,1.0048788785934448,True,0,2.8656647205352783
445,image362.npz,21,0.7618786692619324,True,0,1.4112026691436768
447,image15062.npz,21,1.0471206903457642,True,0,1.122554063796997
448,image12371.npz,21,1.4632295370101929,True,1,5.257175445556641
449,image11350.npz,21,1.0977863073349,True,0,0.2880703508853912
450,image8008.npz,21,1.3892520666122437,True,1,1.0616300106048584
451,image6612.npz,21,1.08814537525177,True,0,1.129209041595459
453,image14590.npz,21,-0.8537770509719849,False,0,-0.2270653843879699
454,image5667.npz,21,0.8401188850402832,True,0,0.894173264503479
455,image7687.npz,21,0.1942210495471954,False,1,-0.1981333941221237
456,image18221.npz,21,1.7866337299346924,False,1,1.3282136917114258
457,image14033.npz,21,2.4703176021575928,True,1,1.1388747692108154
459,image18405.npz,21,0.9714484214782716,True,0,1.3759088516235352
460,image6875.npz,21,1.156051516532898,True,0,1.934858322143555
462,image15468.npz,21,1.1838971376419067,True,0,1.515606164932251
463,image19002.npz,21,1.3891059160232544,True,1,1.8767012357711792
465,image8813.npz,21,-0.1904324740171432,True,0,0.7535558938980103
466,image16281.npz,21,1.6847052574157717,True,1,1.8429726362228396
467,image7373.npz,21,1.6608535051345823,True,1,1.659651279449463
468,image5992.npz,21,1.7135103940963743,True,1,1.9234458208084104
469,image15565.npz,21,1.7597689628601074,True,1,2.0044660568237305
470,image13157.npz,21,1.9558433294296265,True,1,1.555490493774414
471,image15051.npz,21,0.778502881526947,True,0,1.4961185455322266
472,image7743.npz,21,1.55226731300354,True,1,1.3139115571975708
473,image2439.npz,21,1.7540711164474487,True,1,1.372588276863098
474,image16248.npz,21,2.024078369140625,True,1,1.8988823890686035
475,image10555.npz,21,1.9454177618026731,True,1,1.815204381942749
477,image1636.npz,21,2.00467300415039,True,1,1.237741231918335
478,image17666.npz,21,1.97707200050354,True,1,1.738312840461731
479,image1042.npz,21,1.857608437538147,True,1,1.576318860054016
480,image18500.npz,21,1.7727954387664795,True,1,1.493817687034607
481,image16464.npz,21,1.884243726730347,True,1,1.554654598236084
482,image13680.npz,21,-0.5160360932350159,False,0,-0.2023588716983795
484,image7033.npz,21,1.4019428491592407,True,1,-0.140018343925476
485,image16915.npz,21,0.4617137312889099,False,1,-0.1886117756366729
486,image4012.npz,21,-0.8721388578414917,False,0,-0.2194993197917938
488,image8900.npz,21,-0.5715143084526062,False,0,-0.2193076014518737
489,image18784.npz,21,-0.9818596243858336,False,0,-0.2198159992694854
490,image15971.npz,21,-0.8553972244262695,False,0,-0.2183479219675064
491,image1659.npz,21,-0.8665810823440552,False,0,-0.2194788008928299
492,image8760.npz,21,1.6533132791519165,True,1,2.4616472721099854
494,image12296.npz,21,1.6530067920684814,True,1,2.565500974655152
495,image13281.npz,21,0.5143930912017822,True,0,2.7677364349365234
496,image2934.npz,21,1.5330520868301392,True,1,2.05147123336792
497,image16280.npz,21,-0.5694608092308044,False,0,-0.2177179157733917
498,image6303.npz,21,-1.0147817134857178,False,0,-0.2191277295351028
499,image17978.npz,21,0.9602360725402832,False,1,0.7110977172851562
500,image10079.npz,21,0.7381722331047058,True,0,0.726904034614563
502,image10141.npz,21,-0.789400577545166,False,0,-0.1636604964733123
503,image13038.npz,21,-0.8601417541503906,False,0,-0.2220514267683029
504,image13888.npz,21,-0.6594581604003906,False,0,-0.2217178344726562
506,image3432.npz,21,-1.0129274129867554,False,0,-0.2231196910142898
508,image3228.npz,21,-0.6041789054870605,False,0,-0.2189875841140747
509,image11570.npz,21,-1.196521520614624,False,0,-0.2233100086450576
510,image1002.npz,21,-0.6186811327934265,False,0,-0.2198233753442764
511,image15726.npz,21,-0.9638714790344238,False,0,-0.2210235744714737
512,image12448.npz,21,-1.0404928922653198,False,0,-0.2218669801950454
514,image10390.npz,21,-1.161065697669983,False,0,-0.2209818512201309
516,image12382.npz,21,-1.0799357891082764,False,0,-0.2221891582012176
517,image11266.npz,21,-0.0018381257541477,True,0,0.0117673864588141
518,image12268.npz,21,-1.1099331378936768,False,0,-0.22077676653862
519,image1679.npz,21,-0.8235206007957458,False,0,-0.2139733433723449
521,image6542.npz,21,-1.212225317955017,False,0,-0.2215760648250579
523,image8838.npz,21,1.9896388053894043,True,1,0.0152537822723388
525,image10179.npz,21,-0.7820680141448975,False,0,-0.2189773619174957
526,image2379.npz,21,-0.6459907293319702,False,0,-0.2175252437591552
527,image3710.npz,21,1.7923585176467896,True,1,4.026999950408936
530,image7875.npz,21,1.5660828351974487,True,1,4.471490859985352
531,image13223.npz,21,-0.3571774959564209,True,0,-0.0954543799161911
532,image3425.npz,21,0.9663259387016296,True,0,2.1699776649475098
533,image7066.npz,21,1.7969639301300049,True,1,4.747702598571777
536,image18524.npz,21,0.3961004018783569,False,1,-0.1731835603713989
539,image10818.npz,21,2.057204008102417,True,1,1.6116801500320437
542,image3263.npz,21,0.6852739453315735,True,0,-0.1328820288181305
543,image7607.npz,21,1.999416470527649,True,1,2.322993516921997
